term_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,term_str
27,-0.0014881780416264,-0.0019697045111532058,0.004309096380543715,-0.0004140054614161641,-0.0034745069688957475,-0.0036841455899824516,0.0026061666183193333,-0.0035730983056226906,0.004614165504814291,0.0019099626466169,accompanied
28,-0.0017082345211596245,-0.002297641838021823,8.807658855248933e-05,0.008963561678191805,0.018637210540544964,-0.024807582346522826,0.021113348121110237,-0.015067128635904481,-0.007224600067231413,0.013381709158953231,accomplished
29,-0.0006536225233929806,-0.0007826667088781949,-0.00546266838988864,0.010036797380977824,0.008987749931996815,-0.007991339069674943,-0.007011636029347276,-0.013958199091321122,0.011062552403174386,0.0020743502192136914,accost
30,-0.0014501373628710663,-0.0014085187988448736,0.0013192323330392015,0.001108089256840916,0.0013204872026115963,0.0016134796038146564,-0.005747482048114011,-0.010676737796402713,0.012402810602707579,0.010643676824927478,account
31,-0.0010281053725439656,-0.002989264361101316,0.007285376742080928,-0.018266126480150673,-0.008337036222714029,0.01761818232512795,-0.003251159180734979,-0.004047130373502933,0.0010715309718349122,0.015358477777725761,accustomed
32,-0.0004251071813975523,-0.00033880180739182593,-0.003402567579386672,0.0034629002199314664,0.008930520415486622,-0.006160655978462923,0.005145804464919921,0.002521725821416937,0.0005429533906888967,0.003725336368358048,achase
33,0.0017445151162528941,-0.0037751437964268064,0.009050791038734978,0.02169263675124977,0.006973743205471555,-0.023807094989881646,0.005053591543070984,0.02298240552974029,0.0273260451776573,0.0006986715991056658,aching
34,-0.0008887609109056192,0.00017511073823575158,-0.007455680318679019,0.0010021926446581813,0.017908314061179067,0.004979887152214214,-0.008969797461333726,-0.012517276933200414,-0.009870356461289725,0.0031143121503495186,acknowledged
35,-0.0017291521102816762,-0.0020391533897460117,0.009024611478609489,-0.0027744168488428233,0.00021479108758657006,-0.005205378393905138,0.004217359406185842,-0.0015270908316063203,0.0001629942342862012,0.004980147900763343,acknowledgment
36,-0.0008690941952574347,-0.001045367797187219,-0.004877022791494201,0.009808721945053339,-0.003965321332822771,-0.0015416775907683713,-0.0005866742942639913,0.0023868901396724637,0.002925011661860988,-0.017020288292623698,acorn
37,-0.002023080658419213,-0.002398862054708463,0.011017006311275045,-0.0014782151700469587,-0.005418112039894047,-0.012147338398009947,-0.007646414392193386,-0.0046384991479633195,-0.004484222964285661,-0.0014038043428295233,acquaintance
38,0.01598095196597425,-0.0008700408029853416,0.001321893213825381,-0.01296332596874194,0.0013612497374700951,-0.002064389225414746,0.007102635512885803,0.013041341170456116,0.005583564436315552,-0.0003825742519515951,acquaintances
39,-0.00118573452156804,-0.0011016897462068657,0.0006696019225078317,-0.0023106365863215564,0.009426934406596399,0.0013689079304876712,0.00278591124518959,-0.002847819376071122,0.0035547655724252336,-0.0013392867454330715,acquainted
40,-0.0008005365529511988,-0.0007143760382851734,-0.0028603024115010046,0.0009539046595739356,0.007664094874737054,-0.004505540501732229,-0.004340915927677644,-0.0017315127550867615,0.005131516449407125,-0.004901228443120395,acquitted
41,-0.0039351018298506004,0.0019226262538487077,-0.010723553408289883,-0.014630081179271894,-0.0019957494838759647,0.006652350745724313,0.011555827876004192,-0.027764292636557907,0.02924941054632013,0.00849354502664637,acre
42,-0.0011765568346887272,-0.0014065681684469686,0.0033526510292191678,-0.0007839418994999222,0.002357158433990328,-0.005842283439403687,-0.002817009166062749,0.0035729248074681955,-0.0014575425952170207,-0.0015562029333009621,acres
43,-0.004466847183675672,0.008305944043282658,-0.013090771930552187,-0.027659886831519678,-0.0081052117974734,-0.027340052921857406,0.017252821267565766,-0.004395661887438076,0.011606252945620066,0.012951498219909194,across
44,-0.0019469587288214597,-0.0013992166956255062,-0.00012910428759696632,-0.016317424315646395,0.0062315344880568965,-0.011724118074315731,0.015813459913304503,0.002565082810281554,-0.0017816719237301326,-0.004662019682061119,act
45,-0.0013844719348087649,-0.0028864648450664062,0.005130777484885341,0.011155778217914454,0.01399715395252997,-0.002226414913495515,-0.01342356013711313,-0.0033862366234563876,0.012814210640244739,-0.005783026757265247,action
46,-0.0007223192329195232,-0.00031263438046810836,-0.0056310490326920365,-0.00645988285419218,0.011304229544064359,-0.0030914229440394737,0.004405860161192766,0.00534560238078541,0.0017116428644032289,0.006291473054558322,acts
47,-0.001045502627256414,-0.0013450063476176367,0.004518762799673304,0.0020238723441759698,0.005174591895855687,-0.004686420313050666,0.0007793108373416268,0.0034890871261187982,-0.0020075271084212254,0.003085853608012945,actual
48,-0.001335543876631147,-0.0005770064618260297,-0.00312846189092751,-0.006898447829051856,-0.005060491370146367,0.01051607334198368,-0.0033248303279642824,-0.0062105605427297305,0.00017889197340623109,-0.00501482552703425,adamant
49,-0.0011076979094364731,-0.00026858504065820066,-0.002715808942793549,-0.0019378647205884477,-0.002350575915214596,-0.005135133200406327,-0.0003405688881284497,-0.0014238408477817812,2.3025778792068463e-05,-0.002103395518873674,adamantine
50,-0.001244412212892838,-0.00020189871317956109,-0.006822778488177057,-0.004270960532788713,-0.003944659165960113,-0.002614846392601172,0.0036541238704592255,-0.002399840814190546,-0.008726007032518066,-0.003044010004225439,added
51,-0.0011840986256402336,0.00045047751674470667,-0.003636892097706462,-0.01327835738502608,-0.001076683974980902,-0.007394722914712302,-0.014481749364184506,0.004398650842201943,-0.007471254725540055,-1.2297413167994264e-05,adder
52,-0.002283827010537448,-0.0024060516988218066,0.006067298810312419,0.010575462172108191,-0.009184977436028415,-0.009331859172284565,0.008843086839257636,-0.004586293576252626,0.003287826404717309,-0.005080952388637372,addeth
53,-0.0010029458720424147,-0.0012228965728600398,-0.002858062212432754,0.0068288106297900285,-0.004379939851610828,0.004005966251482885,-0.009537000665608045,-0.008016559361706473,0.008106363394233457,-0.0025135020613704373,addressed
54,0.0029717835685365017,-0.0023277172687705613,0.0027660069871131535,-0.005967800934944763,0.0015367145783358274,-0.0025156088430380885,0.004911530403221237,-0.003059034194489122,-0.0008896185338152923,-0.0024141622989529987,adequate
55,-0.0005811028661825411,-0.0008688789172475181,0.0024543929865145538,-0.0044144441209018875,-0.0014816609561739945,0.003244286652710369,-0.02224768073725197,0.00676716543840137,-0.011603988060269615,0.013802452967228165,adjoining
56,-0.002342883581689562,-0.0024340336041509952,-0.009468543692519612,0.0169175473017082,-0.013215530016433172,-0.007205991264931998,0.009587261234148775,0.0007937500906727091,-0.014747823909556292,0.016865552387220664,adjust
57,-0.0013312657600247021,-0.0010507018656053587,0.0019591997551274853,-0.008486864173550216,0.00025035718546123794,0.007086398400583027,-0.013691355487458886,0.007999924764176408,-0.015299484677192535,0.02159482276966688,adjusted
58,-6.989639860221455e-05,0.0006531721403089001,-0.012773297208705507,-0.003031148615232633,0.00190435046219014,-0.0015544710701777449,0.004714429568272662,0.0063105564403920155,-0.004362420626758565,0.00081877799591306,adjusts
59,-0.0026039414568395304,-0.002347918911027818,0.005828813782350942,0.0030054127447904475,-0.016161304241838984,-0.026087660612521046,-0.0023791802769790094,-0.013031701112884035,-0.002314052597675843,-0.005983861210773817,admiring
60,-0.0005260918671037311,-0.0011818440707547487,0.0019185173408643708,-0.003345222891857113,0.005873279919335123,-0.008409444245406702,-0.0030418644233890183,0.007380560865807774,-0.0016834618439399555,-0.006680999339667704,admit
61,-0.0006885467182402683,0.00647770836222185,0.0022194665050969246,-0.0006010104367718557,0.005464741205490715,-0.006593084865564088,0.0005533023568306211,0.008389751382282389,0.004770382653506598,-0.0008205252675065004,admitted
62,-0.0007852974738912484,0.009184530113808147,-0.00015882381280046446,0.00805802900930684,0.0023619310855392548,-0.007321608811887764,0.005952912750554235,-0.0013384844437474026,0.002168299255871935,0.003587980100962087,admonished
63,-0.001477992351447487,0.004270193547195677,-0.004147621723995276,-0.006356934675392334,-0.0069455735205494,-0.0022363806226086656,0.0021222860483932145,-0.002019671586621904,0.005842524401666184,0.003585957190356138,admonition
64,-0.0006885467182402684,0.006477708362221849,0.002219466505096924,-0.0006010104367718569,0.00546474120549072,-0.006593084865564084,0.0005533023568306261,0.008389751382282385,0.004770382653506596,-0.0008205252675065051,adored
65,-0.0013819144434494522,-0.0007349588298771176,0.0026554884059764618,-0.006452954831060269,-0.0020557622911348125,0.009761880978125378,0.0019265266017736815,0.005182624312599766,-0.003414701163209353,0.007669107540576633,adown
66,-0.00010694106701875721,0.0003131475174929337,-0.006091933220874894,3.643900526960713e-05,0.0047847132775457255,0.002797579446584986,0.0033563415771578403,-0.0013856967994884393,0.0008392666736978944,-0.0014473932523891373,adroit
67,-0.0005694049303302268,0.0002454937668122419,-0.0033305016099202363,-0.005870594543603472,0.003998194069317149,0.007327404223435838,-0.0039022618515688018,-0.009704890959985231,-0.015075826158523703,0.0043536235157686,advance
68,-0.0008256900041192966,-0.0010540126144770717,0.005367914016739747,-0.01379878971458498,0.006948936929887859,0.00044914254892048543,-0.005091767068797017,0.01867583851205378,-0.004176632510910793,0.006253444294484263,advanced
69,-0.0008005365529512001,-0.0007143760382851734,-0.0028603024115010016,0.0009539046595739282,0.007664094874737059,-0.004505540501732226,-0.004340915927677645,-0.001731512755086742,0.005131516449407698,-0.004901228443120578,advances
70,-0.0005260918671037326,-0.0011818440707547463,0.0019185173408643738,-0.003345222891857108,0.00587327991933513,-0.008409444245406702,-0.00304186442338902,0.0073805608658077775,-0.0016834618439399577,-0.0066809993396677,adversity
71,-0.0006170581258162274,0.006026253732785926,-0.0008119733742645846,-0.0065719245296096416,0.0022059456428812386,-0.0068925311252923845,-0.004837446171164413,-0.00020056829975524494,-0.0018861996662448486,0.00739824455560489,affecting
72,-0.0014779923514474857,0.004270193547195679,-0.004147621723995274,-0.006356934675392334,-0.006945573520549396,-0.00223638062260866,0.0021222860483932223,-0.002019671586621911,0.005842524401666182,0.0035859571903561365,affection
73,-0.0007150697563906245,-0.0008630947662311468,-0.0020538194358644176,0.003244093508843002,0.003692148430439679,-0.007696062533204899,-0.013967217459724889,-0.0009435966474776045,-0.004614806269481872,-0.010534888335776735,affliction
74,-0.0018882601022418817,-0.003281786379703039,0.020524191157718467,-0.003052909991470666,0.01923991614893781,-0.003081013948807932,0.02630188402728186,-0.002559676763760525,0.00305265451760876,0.017478906510488917,afflicts
75,0.00025626147531312575,7.525324168503057e-05,-0.007118994321377172,0.008211339334575003,0.009502275602323734,0.009376766748280672,0.006174353776836608,-0.0012115130255200245,-0.007259160791873559,-0.008699687604532682,afforded
76,0.0010271375370921073,0.009537436030307152,0.0018363795484334694,-0.0019249071430310447,0.005860880238674043,0.0005107190094799044,0.0019175572446332105,0.005764828985425013,-0.0004058231150553307,-0.02633663395293688,affords
77,-0.0008005365529512,-0.0007143760382851715,-0.0028603024115010024,0.0009539046595739277,0.007664094874737047,-0.004505540501732234,-0.004340915927677649,-0.0017315127550867223,0.00513151644940769,-0.004901228443120591,affronted
78,-0.001347330625974394,-0.001318430739539812,0.004490667938738013,0.0010855386931455655,-0.005952003730742173,-0.004401328036370869,0.003432196109055531,-0.007266703312491156,-0.0029279267082527997,0.0004905452769682513,aforetime
79,-0.0034817564077835456,0.001537126665093375,0.02169475570775826,-0.015002986833640932,-0.014678518381449474,0.0128975844399524,0.010294636782756512,-0.018501951010417295,0.020002528602302776,-0.01110377528666106,afraid
80,0.01362661944590442,-0.008227543695726786,-0.001076110051407198,-0.013613914494809514,-0.040740342149465834,0.0333931764339905,-0.07534564228943745,-0.0009485265251465963,0.09480570661143821,-0.031288804887556344,after
81,-0.008882387584876878,0.0014566842929900482,-0.008259968988558464,-0.031181936605096813,-0.03556349653058056,-0.017874977608632013,-0.021289563421967143,0.03167990900879897,0.02984207796398473,-0.00796164331426638,afternoon
82,-0.0012663324119105868,-0.001235478857374967,-0.004845230713102299,-0.007167485505405166,0.0006432307135127381,0.002728057221063706,-0.016125111600071382,-0.011761648370148706,0.010221735963894594,-0.013794986452176835,afternoons
83,-0.001418296475466801,-0.001673238915359236,-0.0038512213176057344,0.006720248350037534,-0.016700450010211504,-0.009063868156639395,-0.02582482881034568,0.018956502892829397,0.02304740609365406,0.01700461021959708,afterwards
84,0.0005299550919142372,-0.007375296557839733,-0.009713327091712467,0.021737752663586445,0.008141536334940101,-0.0012622368471206398,-0.002855835738544799,0.04029047655302833,0.004901358510832766,0.031009742406785626,again
85,-0.0060972111359983705,-0.004320271867016211,0.006402780725905309,-0.00875912582523389,0.028017757309222416,0.016456258551231857,0.042252138055281434,-0.018630741098092787,-0.0028856210619593635,0.016914597769213495,against
86,-0.0010455026272564152,-0.0013450063476176362,0.004518762799673306,0.0020238723441759663,0.00517459189585569,-0.004686420313050666,0.0007793108373416249,0.003489087126118807,-0.0020075271084211838,0.003085853608013073,age
87,-0.002008985819744468,-0.001574422885223265,0.0006520593235200118,-2.5967944273902597e-05,-0.006734161168156847,0.004903061036518525,-0.013296497958956181,-0.009623220879625525,0.006857588150921085,-0.0006090195560727108,aged
88,-0.0018617264937861643,-0.003778407060323823,0.012078716632977259,0.004733924918355582,-0.005152468347396727,-0.004697588305667879,-0.008398385007710438,0.018791787476883405,0.0028286974633820803,-0.0116181857740852,ages
89,-0.005520250912188879,-0.006241120137053571,0.01337680630062105,0.001110373327959157,-0.003999784213566323,0.006329673385662207,-0.0003821173093745154,-0.03229932175416189,-0.009580933341275338,-0.031769963213683125,ago
90,-0.0006125995007609567,-0.0002624268286251979,-0.002673391894755095,-0.0011117159108746985,0.0036273147035557024,-0.003238281281061509,0.003315333686372081,-0.0012113020850518209,-0.007936762426646314,0.005371037219058247,agonized
91,-0.0018561636558912986,-0.0011115372240448201,-0.003805019946010605,0.007863074043033354,0.02592019810721535,-0.008644994960868797,0.022913410010770536,-0.001496897943325781,-0.00749763644344105,0.012784030534262032,agonizing
92,-0.004017557371655492,-0.004248398977523772,0.004868195015679967,-0.0002586313568133779,0.003516141601562407,0.006319214402607875,-0.01840183830126962,-0.008523960598093074,0.010215890418095291,-0.014857167532033054,agony
93,-0.0015478829803498382,-0.0011940173286454974,0.0047629647174890774,-0.013116486341603065,-0.0009183861125236605,0.014550001422121858,-0.001043942929454264,0.00888324481578978,0.0014848740456713555,-0.0013725069401788216,aground
94,-0.004843113537442169,-0.006502627699959639,-0.022211525023872105,0.05327178172794425,-0.04284633671156309,0.042359771092503766,0.018977158741908286,0.030939137976043845,0.032645180880993246,0.012005652524562288,ah
95,-0.001178011098143753,-0.0007716783711502125,-0.00022493832780599388,-0.0012609614361152213,0.005975388901684735,-0.018564407977130038,0.004298792904947677,-0.005466487888848043,-0.011704064493168362,0.004751746431036293,aid
96,-8.575321201339671e-05,-0.0024189213943346063,0.005397551278332263,0.028108206267315104,-0.01516866250402545,0.020947107720695097,0.005450778665948296,0.002429617727212576,0.008340326430438944,0.016544897844616394,aided
97,-0.0018074630091209018,-0.0008575709828154212,-0.0013211563155039433,-0.007656470843324809,-0.0074956426958957415,0.006711059189470289,0.004719323738711829,0.0011695710758506405,-0.012385692883594777,4.7274885586951856e-05,ailed
98,-0.002607759713082489,-0.0018655163888054319,0.012711909002025684,-0.009836914867000229,0.020332548148428987,0.02523819566040193,0.01590882474630474,-0.006266497661053359,-0.003288877225110159,0.008320179039497375,aimed
99,-0.007495664791763045,-0.002779609775570434,-0.018330296112560443,0.021979061496642364,-0.006450648387795409,-0.009967190430411922,-0.009119433090585377,0.0017931762352491967,0.037444351027703236,-0.06603614935096852,air
100,-0.0014779923514474853,0.004270193547195677,-0.004147621723995277,-0.0063569346753923305,-0.006945573520549396,-0.0022363806226086613,0.0021222860483932214,-0.0020196715866219097,0.005842524401666186,0.003585957190356139,aisles
101,-0.0031907445419386065,-0.0038499027201692776,0.009441713127398957,0.008818808186495244,0.020222973360651698,-0.03014208067284621,0.02772245850525583,-0.015198642739287872,-0.009573992566028042,0.02688115870831195,ajar
102,-0.0008962347945102386,-0.00039649079141469245,-0.01190037821784209,-0.005548491653056796,-0.0050747464665840845,-0.002977570141369828,-0.004401960929899698,-0.00020902470931273605,-5.957938465595418e-05,0.00260451260803726,alabaster
103,-0.001105935609709609,-0.00121291083020227,-0.001278605364795365,0.0020557002609326172,-0.0030763979921427055,-0.000743181117593376,0.0043395002463752,-0.003680193391869006,-0.0037749304214085514,-0.006563391182587404,alarms
104,-0.0031836787638927764,-0.004106616485228361,0.004571320429999081,0.02057033179973808,-0.03353599712615058,0.007289829245507174,-0.00709944062022229,0.012923498071387257,0.012688819866534733,0.006726731057799796,alas
105,-0.0013968783166345082,-0.0012641993222801652,-0.00046412605255910023,0.00034970175451739014,-0.004973129265194791,0.0010417594224524976,-0.0011634529505601806,0.0022488422076002417,0.006482583546172706,0.001623478948207355,alban
106,-0.001197629927301741,-0.0008364927534574931,-0.005260035928741796,0.0002863806400667266,-0.006530946969014781,0.005644544900763715,0.005238722475447195,-0.0019256262093260152,0.002786951565646415,-0.002695716462783815,alcohol
107,-0.0005369047539537579,0.005112570002838284,-0.001359229699104068,-0.0023699254817361425,0.001939414724549084,0.0036373479679213893,0.0020167771580178965,-0.002525378013938045,0.0030284010974137394,-0.0021561860521760595,alibi
108,-0.0006471465690771712,-0.0004015873732532851,-0.0012407203130506803,-0.0010475352522802371,0.003976569771254193,-0.0014026732181974593,3.274183143836488e-05,-0.004078024214312623,-0.0036594067361057792,-0.003226776061492994,alighting
109,-0.00010694106701875736,0.0003131475174929331,-0.006091933220874892,3.643900526960614e-05,0.00478471327754572,0.0027975794465849822,0.0033563415771578303,-0.0013856967994884328,0.0008392666736978906,-0.0014473932523891475,alike
110,-0.006438660056224326,-0.006508523503053778,0.028026161690988274,-0.000720365324735447,0.015733219908307988,-0.016397908547578922,-0.003320851774463977,-0.01525983031499257,-0.04346647626774528,0.029250780835590604,alive
111,-0.018662968735483544,-0.006639614178297959,0.037672734144991914,-0.0743530909437707,0.017936058372492434,0.01800416871273735,-0.005777327100888377,0.007084436803871776,-0.037223778283454946,0.032390641440431585,all
112,-0.000755460543688801,-0.00039056738039728824,0.0031165960881725696,-0.006477761109811308,-0.0016387597254146902,0.006682624301786688,-0.009876449677951501,0.0008207402685966375,-0.0061930204302410264,0.004508325617043131,alluded
113,-0.001285649662284833,-0.0009380389889076489,0.0026248744502294814,-0.002541252892553675,-0.004759262449463588,-0.007726064775530735,0.0059305666758637035,-0.0012376376049724092,-0.0031060174900669705,0.001981012284459146,almanac
114,-0.011103957289909656,-0.008127542347228433,0.042090807057896425,-0.010851477399705059,0.014607971803196599,0.027021024436757662,-0.06038806714185891,-0.022545822259651994,-0.007206513084838358,0.02490474501222578,almost
115,-0.0016493239194882527,0.002145757852631405,-0.03781820367553257,0.01251872266656381,-0.005960314643003938,-0.034149620797557706,0.018424565563900003,-0.014362741906791461,-0.00807646210619769,0.04362656162995673,alone
116,-0.008441190432183065,-0.006488394432514495,-0.008975821938000771,-0.01169340035670539,-0.01066704682051082,0.018994711224338382,0.006228895874422321,-0.017666811601269556,0.03861491829475932,-0.018023092927148588,along
117,0.007651387109283112,-0.0016715057283205584,-0.0003960936858038062,-0.0016126570980872655,-0.0036643224225790215,-0.0061923564455943535,-0.005146235618363858,-0.011876232595569976,0.007012174744120805,-0.01143496499555112,aloud
118,-0.002747505156670177,-0.0018163110904308075,-0.00799151647853221,-0.01125456889230635,-0.0237596463197137,-0.013254520114273182,-0.018891200267984427,0.013994019214244827,-0.00905142843131851,-0.03595715298433,alps
119,-0.002174738738269072,-0.0015479989632278994,-0.009001082868829292,0.003363747141055053,-0.002868920075600647,-0.0068361366155812245,-0.010736066923330458,0.00864677994981425,-0.000569008151009893,-0.0015859539833348204,also
120,-0.0019629600017226083,-0.0009952118198587486,-0.009073909741597035,0.008351384748711173,-0.020702014270553723,-0.005909731008847079,0.007587008843944235,-0.016378468395245985,0.01019516394686872,0.009127814270121435,alter
121,-0.0021072332968419772,-0.0004540318978838403,-0.011575437912779644,0.0012609765776011852,-0.012059740506722939,0.00037358883999285604,0.004212743858380907,0.00042819976395901143,-0.010885530597578115,-8.386349147629519e-05,altered
122,-0.0028327304328749576,-0.003426875593980518,0.014938773011045643,0.002033230406371482,-0.002609956983455437,-0.0028603777263428733,0.012466420314392244,-0.008854781375808685,-0.011902277352072043,0.0030726544777951214,although
123,0.016286670594839094,-0.002983242343137025,0.0049443569970647186,0.040601494782345204,0.01343130295422044,0.018992977398290284,-0.0032723751211605596,-0.00932272775399502,-0.02769608423639147,0.03141662759391289,alway
124,0.009568312560990444,-0.003803804933896955,0.01805992613496081,0.0440675224284877,-0.0018271840611477342,-0.019631960907088214,0.008182405546471701,-0.017759724822478735,-0.024215756031551225,0.024278912412684116,always
125,-0.01413228145958785,-0.014547632879353728,0.06728697996123241,-0.010786145155162673,-0.009689768369977269,0.014033259762169353,0.03944835640933653,-0.019382778423052638,-0.009513641019345235,-0.07630870063284306,am
126,-0.006045570532020147,-0.002950570945370656,-0.02753373005177062,-0.025428487966966454,-0.001121762528121244,0.04327518129970312,0.02886891528930624,0.00807658273998824,-0.011074701817664985,-0.05291491406573376,amber
127,-0.0008369803055866128,-0.0010737797622188503,-0.0002164728330562585,-0.00012293172072030354,-0.003356785565124025,0.005487493325096131,0.006318120484081782,-0.004246599235249835,0.0025206824522021184,-0.002088282239932919,ambuscade
128,-0.000805010917510131,-0.0014605456049520034,0.006985005033599447,-0.00016218965523135065,0.008163574961684707,-0.0014001627831639965,0.0014413587629727841,-0.003598491756146173,-0.004450691572511712,-0.011673457489059364,ambush
129,-0.0010029458720424154,-0.0012228965728600409,-0.0028580622124327534,0.006828810629790033,-0.004379939851610829,0.004005966251482884,-0.009537000665608055,-0.008016559361706473,0.00810636339423333,-0.0025135020613707908,amen
130,0.0034971926127029904,-0.003421525846557614,0.00329135786094106,-0.005660630828127314,-0.02985646380395489,0.003505344436594335,-0.014824140948399048,6.0167179782789704e-05,-0.026394938957814817,0.025341140965049223,amethyst
